S_CITY,E_CITY,COUPON,NEW,VACATION,SW,HI,S_INCOME,E_INCOME,S_POP,E_POP,SLOT,GATE,DISTANCE,PAX,FARE
Philadelphia/Camden PA,Phoenix             AZ,1.5499999523162842,3,No,No,3127.590087890625,27994,23025,4948339,2753373,Free,Free,2083,3891,291.7799987792969
Atlanta             GA,Pittsburgh          PA,1.0399999618530273,3,No,No,4215.009765625,26993,25054,3532657,2374260,Free,Constrained,525,7664,93.55000305175781
Boston              MA,Pittsburgh          PA,1.100000023841858,3,No,No,9174.830078125,30124,25054,5787293,2374260,Free,Constrained,483,5539,186.27999877929688
Chicago             IL,Pittsburgh          PA,1.0499999523162842,3,No,No,4947.27978515625,29260,25054,7830332,2374260,Controlled,Constrained,412,6585,208.86000061035156
Chicago             IL,Pittsburgh          PA,1.0499999523162842,3,No,No,4947.27978515625,29260,25054,7830332,2374260,Free,Constrained,412,6585,208.86000061035156
New York/Newark     NY,Pittsburgh          PA,1.0199999809265137,3,No,No,5898.740234375,32991,25054,8621121,2374260,Controlled,Constrained,325,13957,169.89999389648438
New York/Newark     NY,Pittsburgh          PA,1.0199999809265137,3,No,No,5898.740234375,32991,25054,8621121,2374260,Controlled,Constrained,325,13957,169.89999389648438
New York/Newark     NY,Pittsburgh          PA,1.0199999809265137,3,No,No,5898.740234375,32991,25054,8621121,2374260,Free,Constrained,325,13957,169.89999389648438
New York/Newark     NY,Pittsburgh          PA,1.0199999809265137,3,No,No,5898.740234375,32991,25054,8621121,2374260,Free,Constrained,325,13957,169.89999389648438
Orlando             FL,Pittsburgh          PA,1.2300000190734863,3,Yes,No,6166.330078125,22360,25054,1421287,2374260,Free,Constrained,831,7121,122.62000274658203
Philadelphia/Camden PA,Pittsburgh          PA,1.0199999809265137,0,No,No,9935.0703125,27994,25054,4948339,2374260,Free,Constrained,264,9515,134.08999633789062
Boise               ID,Portland            OR,1.0099999904632568,1,No,Yes,4315.919921875,23901,26409,372606,249561,Free,Free,344,5899,66.87999725341797
Chicago             IL,Portland            OR,1.340000033378601,3,No,No,4409.419921875,29260,26409,7830332,249561,Controlled,Free,1749,5025,279.6099853515625
Chicago             IL,Portland            OR,1.340000033378601,3,No,No,4409.419921875,29260,26409,7830332,249561,Free,Free,1749,5025,279.6099853515625
Denver              CO,Portland            OR,1.2999999523162842,3,No,No,6769.31005859375,29055,26409,1862106,249561,Free,Free,992,4701,188.4600067138672
Honolulu (Intl)     HI,Portland            OR,1.6299999952316284,3,Yes,No,3784.93994140625,26681,26409,873131,249561,Free,Free,2603,2746,205.50999450683594
Las Vegas           NV,Portland            OR,1.159999966621399,3,Yes,Yes,2318.280029296875,24575,26409,1197234,249561,Free,Free,760,9497,69.19000244140625
Los Angeles         CA,Portland            OR,1.059999942779541,0,No,Yes,3153.679931640625,24706,26409,9056076,249561,Free,Free,831,16784,91.97000122070312
New York/Newark     NY,Portland            OR,1.7699999809265137,3,No,No,2548.4599609375,32991,26409,8621121,249561,Controlled,Free,2444,4455,302.3299865722656
New York/Newark     NY,Portland            OR,1.7699999809265137,3,No,No,2548.4599609375,32991,26409,8621121,249561,Controlled,Free,2444,4455,302.3299865722656
New York/Newark     NY,Portland            OR,1.7699999809265137,1,No,No,2548.4599609375,32991,26409,8621121,249561,Free,Constrained,2444,4455,302.3299865722656
Oakland             CA,Portland            OR,1.0099999904632568,3,No,Yes,5281.56005859375,29846,26409,2237227,249561,Free,Free,543,10016,63.7599983215332
Phoenix             AZ,Portland            OR,1.309999942779541,3,No,Yes,2710.3798828125,23025,26409,2753373,249561,Free,Free,1001,8292,114.94999694824219
Sacramento          CA,Portland            OR,1.0399999618530273,3,No,Yes,5198.85009765625,24236,26409,1481076,249561,Free,Free,485,7070,65.80000305175781
Salt Lake City      UT,Portland            OR,1.0299999713897705,3,No,Yes,5680.52978515625,21121,26409,1228816,249561,Free,Free,633,6602,79.4800033569336
San Diego           CA,Portland            OR,1.2599999904632568,3,No,Yes,4876.68017578125,23903,26409,2673620,249561,Free,Free,933,6302,96.58000183105469
San Francisco       CA,Portland            OR,1.0099999904632568,3,No,No,5144.169921875,38813,26409,1653017,249561,Free,Free,542,13527,68.41000366210938
San Jose            CA,Portland            OR,1.0,3,No,Yes,4730.9599609375,34880,26409,1594251,249561,Free,Free,569,11593,65.83999633789062
Seattle/Tacoma      WA,Portland            OR,1.0,0,No,No,6397.39990234375,30916,26409,2230831,249561,Free,Free,135,11415,88.45999908447266
Spokane             WA,Portland            OR,1.0099999904632568,3,No,Yes,5020.72021484375,21300,26409,403939,249561,Free,Free,281,6760,50.380001068115234
Baltimore/Wash Intl MD,Providence          RI,1.1100000143051147,2,No,No,9129.66015625,29838,24205,29838,905329,Free,Free,328,1504,176.8800048828125
Chicago             IL,Providence          RI,1.1100000143051147,3,No,No,4124.5498046875,29260,24205,7830332,905329,Controlled,Free,842,2874,219.3800048828125
Chicago             IL,Providence          RI,1.1100000143051147,2,No,No,4124.5498046875,29260,24205,7830332,905329,Free,Free,842,2874,219.3800048828125
New York/Newark     NY,Providence          RI,1.0,3,No,No,4449.759765625,32991,24205,8621121,905329,Controlled,Free,147,4158,106.29000091552734
New York/Newark     NY,Providence          RI,1.0,3,No,No,4449.759765625,32991,24205,8621121,905329,Controlled,Free,147,4158,106.29000091552734
New York/Newark     NY,Providence          RI,1.0,3,No,No,4449.759765625,32991,24205,8621121,905329,Free,Constrained,147,4158,106.29000091552734
Orlando             FL,Providence          RI,1.5499999523162842,2,Yes,No,3087.27001953125,22360,24205,1421287,905329,Free,Free,1075,4771,108.95999908447266
Atlanta             GA,Raleigh/Durham      NC,1.0299999713897705,3,No,No,7046.10986328125,26993,26101,3532657,1021830,Free,Free,356,9307,123.44000244140625
Boston              MA,Raleigh/Durham      NC,1.2599999904632568,3,No,No,4542.830078125,30124,26101,5787293,1021830,Free,Free,606,5598,140.07000732421875
Chicago             IL,Raleigh/Durham      NC,1.1200000047683716,3,No,No,4579.81982421875,29260,26101,7830332,1021830,Controlled,Free,636,6123,193.6699981689453
Chicago             IL,Raleigh/Durham      NC,1.1200000047683716,3,No,No,4579.81982421875,29260,26101,7830332,1021830,Free,Free,636,6123,193.6699981689453
Dallas/Fort Worth   TX,Raleigh/Durham      NC,1.190000057220459,3,No,No,7617.68994140625,28637,26101,3036732,1021830,Free,Free,1065,4285,230.55999755859375
New York/Newark     NY,Raleigh/Durham      NC,1.059999942779541,3,No,No,3474.22998046875,32991,26101,8621121,1021830,Controlled,Free,426,12883,154.72999572753906
New York/Newark     NY,Raleigh/Durham      NC,1.059999942779541,3,No,No,3474.22998046875,32991,26101,8621121,1021830,Controlled,Free,426,12883,154.72999572753906
New York/Newark     NY,Raleigh/Durham      NC,1.059999942779541,3,No,No,3474.22998046875,32991,26101,8621121,1021830,Free,Constrained,426,12883,154.72999572753906
Philadelphia/Camden PA,Raleigh/Durham      NC,1.0199999809265137,3,No,No,5317.35986328125,27994,26101,4948339,1021830,Free,Free,346,4288,144.86000061035156
Washington          DC,Raleigh/Durham      NC,1.0099999904632568,3,No,No,3266.43994140625,31981,26101,4549784,1021830,Free,Free,225,7241,109.44000244140625
Washington          DC,Raleigh/Durham      NC,1.0099999904632568,3,No,No,3266.43994140625,31981,26101,4549784,1021830,Controlled,Free,225,7241,109.44000244140625
Chicago             IL,Reno                NV,1.409999966621399,3,Yes,No,4014.7900390625,29260,29284,7830332,298680,Controlled,Free,1680,3926,125.9000015258789
Chicago             IL,Reno                NV,1.409999966621399,3,Yes,No,4014.7900390625,29260,29284,7830332,298680,Free,Free,1680,3926,125.9000015258789
Las Vegas           NV,Reno                NV,1.0,3,Yes,Yes,5182.3701171875,24575,29284,1197234,298680,Free,Free,344,13102,54.380001068115234
Los Angeles         CA,Reno                NV,1.090000033378601,3,Yes,Yes,5265.14990234375,24706,29284,9056076,298680,Free,Free,388,10213,60.279998779296875
Oakland             CA,Reno                NV,1.0,3,Yes,Yes,10000.0,29846,29284,2237227,298680,Free,Free,180,5220,47.849998474121094
Phoenix             AZ,Reno                NV,1.0700000524520874,3,Yes,Yes,4860.35986328125,23025,29284,2753373,298680,Free,Free,592,4517,72.41999816894531
Portland            OR,Reno                NV,1.059999942779541,3,Yes,Yes,5296.509765625,26409,29284,249561,298680,Free,Free,444,9368,44.88999938964844
San Diego           CA,Reno                NV,1.149999976158142,3,Yes,Yes,5550.56005859375,23903,29284,2673620,298680,Free,Free,488,3958,68.58999633789062
San Jose            CA,Reno                NV,1.0,3,Yes,Yes,5454.18994140625,34880,29284,1594251,298680,Free,Free,188,6394,42.470001220703125
Seattle/Tacoma      WA,Reno                NV,1.0199999809265137,3,Yes,Yes,3802.739990234375,30916,29284,2230831,298680,Free,Free,569,14609,45.11000061035156
New York/Newark     NY,Richmond (Intl)     VA,1.0399999618530273,3,No,No,5006.4501953125,32991,26553,8621121,936107,Controlled,Free,287,4472,218.5399932861328
New York/Newark     NY,Richmond (Intl)     VA,1.0399999618530273,3,No,No,5006.4501953125,32991,26553,8621121,936107,Controlled,Free,287,4472,218.5399932861328
New York/Newark     NY,Richmond (Intl)     VA,1.0399999618530273,3,No,No,5006.4501953125,32991,26553,8621121,936107,Free,Constrained,287,4472,218.5399932861328
New York/Newark     NY,Rochester           NY,1.0099999904632568,3,No,No,3428.639892578125,32991,26044,8621121,113091,Controlled,Free,254,8469,127.37999725341797
New York/Newark     NY,Rochester           NY,1.0099999904632568,3,No,No,3428.639892578125,32991,26044,8621121,113091,Controlled,Free,254,8469,127.37999725341797
New York/Newark     NY,Rochester           NY,1.0099999904632568,3,No,No,3428.639892578125,32991,26044,8621121,113091,Free,Constrained,254,8469,127.37999725341797
Burbank             CA,Sacramento          CA,1.0099999904632568,3,No,Yes,9819.5595703125,24706,24236,9056076,1481076,Free,Free,349,15444,52.529998779296875
Las Vegas           NV,Sacramento          CA,1.1799999475479126,3,Yes,Yes,8072.259765625,24575,24236,1197234,1481076,Free,Free,387,7985,56.90999984741211
Los Angeles         CA,Sacramento          CA,1.0099999904632568,3,No,Yes,4729.10986328125,24706,24236,9056076,1481076,Free,Free,361,18833,56.790000915527344
Phoenix             AZ,Sacramento          CA,1.100000023841858,3,No,Yes,4450.669921875,23025,24236,2753373,1481076,Free,Free,629,7007,78.66999816894531
San Diego           CA,Sacramento          CA,1.0199999809265137,3,No,Yes,9130.73046875,23903,24236,2673620,1481076,Free,Free,472,15062,57.56999969482422
Seattle/Tacoma      WA,Sacramento          CA,1.0299999713897705,3,No,Yes,5889.77001953125,30916,24236,2230831,1481076,Free,Free,618,10303,64.38999938964844
Atlanta             GA,Salt Lake City      UT,1.4600000381469727,3,No,No,6749.1201171875,26993,21121,3532657,1228816,Free,Free,1588,4644,179.1300048828125
Chicago             IL,Salt Lake City      UT,1.2200000286102295,3,No,Yes,2711.419921875,29260,21121,7830332,1228816,Controlled,Free,1259,5763,185.64999389648438
Chicago             IL,Salt Lake City      UT,1.2200000286102295,3,No,Yes,2711.419921875,29260,21121,7830332,1228816,Free,Free,1259,5763,185.64999389648438
Denver              CO,Salt Lake City      UT,1.0,3,No,No,2587.580078125,29055,21121,1862106,1228816,Free,Free,388,12994,69.5999984741211
Las Vegas           NV,Salt Lake City      UT,1.0099999904632568,3,Yes,Yes,3935.010009765625,24575,21121,1197234,1228816,Free,Free,359,10349,57.400001525878906
Los Angeles         CA,Salt Lake City      UT,1.0499999523162842,3,No,Yes,5089.75,24706,21121,9056076,1228816,Free,Free,584,17617,66.45999908447266
New York/Newark     NY,Salt Lake City      UT,1.6399999856948853,3,No,No,3863.5,32991,21121,8621121,1228816,Controlled,Free,1982,4739,259.32000732421875
New York/Newark     NY,Salt Lake City      UT,1.6399999856948853,3,No,No,3863.5,32991,21121,8621121,1228816,Controlled,Free,1982,4739,259.32000732421875
New York/Newark     NY,Salt Lake City      UT,1.6399999856948853,1,No,No,3863.5,32991,21121,8621121,1228816,Free,Constrained,1982,4739,259.32000732421875
Oakland             CA,Salt Lake City      UT,1.0,1,No,Yes,5218.3798828125,29846,21121,2237227,1228816,Free,Free,586,6460,69.94999694824219
Phoenix             AZ,Salt Lake City      UT,1.0099999904632568,3,No,Yes,3570.780029296875,23025,21121,2753373,1228816,Free,Free,495,12447,73.69000244140625
Sacramento          CA,Salt Lake City      UT,1.0499999523162842,1,No,Yes,6050.64990234375,24236,21121,1481076,1228816,Free,Free,525,4176,72.22000122070312
San Diego           CA,Salt Lake City      UT,1.059999942779541,3,No,Yes,5193.60986328125,23903,21121,2673620,1228816,Free,Free,617,6671,65.91000366210938
San Francisco       CA,Salt Lake City      UT,1.0199999809265137,3,No,No,4491.64990234375,38813,21121,1653017,1228816,Free,Free,593,6213,85.19000244140625
Seattle/Tacoma      WA,Salt Lake City      UT,1.0299999713897705,3,No,Yes,5135.8798828125,30916,21121,2230831,1228816,Free,Free,696,9201,78.30000305175781
Chicago             IL,San Antonio         TX,1.2799999713897705,3,No,Yes,3262.14990234375,29260,21276,7830332,1481709,Controlled,Free,1038,6233,128.36000061035156
Chicago             IL,San Antonio         TX,1.2799999713897705,3,No,Yes,3262.14990234375,29260,21276,7830332,1481709,Free,Free,1038,6233,128.36000061035156
Dallas/Fort Worth   TX,San Antonio         TX,1.0099999904632568,3,No,Yes,5130.2900390625,28637,21276,3036732,1481709,Free,Free,242,22163,63.689998626708984
Houston             TX,San Antonio         TX,1.0,3,No,Yes,5751.81982421875,27211,21276,3770125,1481709,Free,Free,177,10581,63.91999816894531
Las Vegas           NV,San Antonio         TX,1.2999999523162842,3,Yes,Yes,5553.16015625,24575,21276,1197234,1481709,Free,Free,1074,6756,86.70999908447266
Los Angeles         CA,San Antonio         TX,1.4199999570846558,3,No,Yes,2909.14990234375,24706,21276,9056076,1481709,Free,Free,1218,4620,130.08999633789062
New York/Newark     NY,San Antonio         TX,1.7799999713897705,3,No,No,2905.969970703125,32991,21276,8621121,1481709,Controlled,Free,1577,3732,273.5299987792969
New York/Newark     NY,San Antonio         TX,1.7799999713897705,3,No,No,2905.969970703125,32991,21276,8621121,1481709,Controlled,Free,1577,3732,273.5299987792969
New York/Newark     NY,San Antonio         TX,1.7799999713897705,3,No,No,2905.969970703125,32991,21276,8621121,1481709,Free,Constrained,1577,3732,273.5299987792969
Orlando             FL,San Antonio         TX,1.600000023841858,2,Yes,Yes,2366.360107421875,22360,21276,1421287,1481709,Free,Free,1032,2978,118.16999816894531
Atlanta             GA,San Diego           CA,1.440000057220459,3,No,No,5011.8798828125,26993,23903,3532657,2673620,Free,Free,1886,4445,204.35000610351562
Boston              MA,San Diego           CA,1.940000057220459,3,No,No,1888.300048828125,30124,23903,5787293,2673620,Free,Free,2576,3987,291.510009765625
Chicago             IL,San Diego           CA,1.2699999809265137,1,No,Yes,2863.199951171875,29260,23903,7830332,2673620,Controlled,Free,1724,9252,219.6300048828125
Chicago             IL,San Diego           CA,1.2699999809265137,3,No,Yes,2863.199951171875,29260,23903,7830332,2673620,Free,Free,1724,9252,219.6300048828125
Dallas/Fort Worth   TX,San Diego           CA,1.1799999475479126,3,No,No,5570.7998046875,28637,23903,3036732,2673620,Free,Free,1163,4596,252.97000122070312
Denver              CO,San Diego           CA,1.2000000476837158,3,No,No,6496.2998046875,29055,23903,1862106,2673620,Free,Free,840,6901,134.7899932861328
Las Vegas           NV,San Diego           CA,1.0099999904632568,0,Yes,Yes,6906.75,24575,23903,1197234,2673620,Free,Free,258,17966,53.13999938964844
Los Angeles         CA,San Diego           CA,1.0,3,No,No,3105.31005859375,24706,23903,9056076,2673620,Free,Free,114,6446,70.41000366210938
Los Angeles         CA,San Diego           CA,1.0,3,No,No,3105.31005859375,24706,23903,9056076,2673620,Free,Free,114,6446,70.41000366210938
Minneapolis/St Paul MN,San Diego           CA,1.2999999523162842,3,No,No,5472.06982421875,28739,23903,2761118,2673620,Free,Constrained,1532,3066,251.72999572753906
New York/Newark     NY,San Diego           CA,1.5700000524520874,3,No,No,2313.60009765625,32991,23903,8621121,2673620,Controlled,Free,2433,9343,299.1700134277344
New York/Newark     NY,San Diego           CA,1.5700000524520874,3,No,No,2313.60009765625,32991,23903,8621121,2673620,Controlled,Free,2433,9343,299.1700134277344
New York/Newark     NY,San Diego           CA,1.5700000524520874,1,No,No,2313.60009765625,32991,23903,8621121,2673620,Free,Constrained,2433,9343,299.1700134277344
Oakland             CA,San Diego           CA,1.0199999809265137,3,No,Yes,9588.08984375,29846,23903,2237227,2673620,Free,Free,448,16226,57.290000915527344
Phoenix             AZ,San Diego           CA,1.0099999904632568,3,No,Yes,5918.83984375,23025,23903,2753373,2673620,Free,Free,295,20653,50.099998474121094
San Francisco       CA,San Diego           CA,1.0199999809265137,3,No,Yes,5101.830078125,38813,23903,1653017,2673620,Free,Free,455,27906,58.68000030517578
Seattle/Tacoma      WA,San Diego           CA,1.2599999904632568,3,No,Yes,5588.72021484375,30916,23903,2230831,2673620,Free,Free,1056,11396,100.80000305175781
Atlanta             GA,San Francisco       CA,1.3600000143051147,3,No,No,5492.60009765625,26993,38813,3532657,1653017,Free,Free,2137,10112,248.49000549316406
Boston              MA,San Francisco       CA,1.3899999856948853,3,No,No,5559.43017578125,30124,38813,5787293,1653017,Free,Free,2694,16050,367.7200012207031
Burbank             CA,San Francisco       CA,1.0,3,No,No,9978.490234375,24706,38813,9056076,1653017,Free,Free,332,14363,83.73999786376953
Chicago             IL,San Francisco       CA,1.2000000476837158,3,No,No,5068.52978515625,29260,38813,7830332,1653017,Controlled,Free,1851,20831,291.6600036621094
Chicago             IL,San Francisco       CA,1.2000000476837158,3,No,No,5068.52978515625,29260,38813,7830332,1653017,Free,Free,1851,20831,291.6600036621094
Dallas/Fort Worth   TX,San Francisco       CA,1.2400000095367432,3,No,No,4935.18017578125,28637,38813,3036732,1653017,Free,Free,1463,7537,297.8299865722656
Denver              CO,San Francisco       CA,1.090000033378601,3,No,No,7251.3701171875,29055,38813,1862106,1653017,Free,Free,960,15039,168.9600067138672
Detroit             MI,San Francisco       CA,1.3700000047683716,3,No,No,5583.02001953125,26506,38813,4459144,1653017,Free,Constrained,2084,4913,314.8800048828125
Houston             TX,San Francisco       CA,1.2599999904632568,3,No,Yes,4745.2998046875,27211,38813,3770125,1653017,Free,Free,1637,7341,241.0399932861328
Kansas City         MO,San Francisco       CA,1.350000023841858,3,No,No,2024.969970703125,25450,38813,1694803,1653017,Free,Free,1500,6158,116.5199966430664
Las Vegas           NV,San Francisco       CA,1.059999942779541,3,Yes,Yes,4548.60986328125,24575,38813,1197234,1653017,Free,Free,416,17840,72.58000183105469
Los Angeles         CA,San Francisco       CA,1.0199999809265137,3,No,No,7664.02978515625,24706,38813,9056076,1653017,Free,Free,341,43671,79.2300033569336
Miami               FL,San Francisco       CA,1.4299999475479126,3,Yes,No,4074.10009765625,21207,38813,2105604,1653017,Free,Free,2579,4583,261.6700134277344
Minneapolis/St Paul MN,San Francisco       CA,1.190000057220459,3,No,No,6902.14990234375,28739,38813,2761118,1653017,Free,Constrained,1589,8881,224.1699981689453
New York/Newark     NY,San Francisco       CA,1.2400000095367432,3,No,No,3362.860107421875,32991,38813,8621121,1653017,Controlled,Free,2574,41492,374.3999938964844
New York/Newark     NY,San Francisco       CA,1.2400000095367432,3,No,No,3362.860107421875,32991,38813,8621121,1653017,Controlled,Free,2574,41492,374.3999938964844
New York/Newark     NY,San Francisco       CA,1.2400000095367432,3,No,No,3362.860107421875,32991,38813,8621121,1653017,Free,Constrained,2574,41492,374.3999938964844
Orlando             FL,San Francisco       CA,1.659999966621399,3,Yes,No,2638.8701171875,22360,38813,1421287,1653017,Free,Free,2443,4799,261.739990234375
Philadelphia/Camden PA,San Francisco       CA,1.409999966621399,3,No,No,3516.969970703125,27994,38813,4948339,1653017,Free,Free,2523,8081,326.760009765625
Phoenix             AZ,San Francisco       CA,1.0299999713897705,3,No,Yes,3405.75,23025,38813,2753373,1653017,Free,Free,646,14400,85.5199966430664
Seattle/Tacoma      WA,San Francisco       CA,1.0199999809265137,3,No,No,5124.22021484375,30916,38813,2230831,1653017,Free,Free,676,20727,81.27999877929688
Austin              TX,San Jose            CA,1.1699999570846558,3,No,Yes,7262.64990234375,23665,34880,1038660,1594251,Free,Free,1473,4071,200.41000366210938
Boston              MA,San Jose            CA,1.5299999713897705,3,No,No,5155.47021484375,30124,34880,5787293,1594251,Free,Free,2682,3677,402.0199890136719
Burbank             CA,San Jose            CA,1.0,3,No,Yes,9986.3203125,24706,34880,9056076,1594251,Free,Free,296,10770,59.79999923706055
Chicago             IL,San Jose            CA,1.2699999809265137,3,No,No,3654.110107421875,29260,34880,7830332,1594251,Controlled,Free,1837,4600,294.17999267578125
Chicago             IL,San Jose            CA,1.2699999809265137,3,No,No,3654.110107421875,29260,34880,7830332,1594251,Free,Free,1837,4600,294.17999267578125
Dallas/Fort Worth   TX,San Jose            CA,1.1200000047683716,3,No,No,7516.35009765625,28637,34880,3036732,1594251,Free,Free,1436,4799,325.0199890136719
Denver              CO,San Jose            CA,1.1799999475479126,3,No,No,8142.60009765625,29055,34880,1862106,1594251,Free,Free,943,4166,263.4800109863281
Las Vegas           NV,San Jose            CA,1.0099999904632568,3,Yes,Yes,5472.43017578125,24575,34880,1197234,1594251,Free,Free,387,13378,55.15999984741211
Los Angeles         CA,San Jose            CA,1.0,3,No,Yes,4636.25,24706,34880,9056076,1594251,Free,Free,305,26888,58.97999954223633
Phoenix             AZ,San Jose            CA,1.0499999523162842,3,No,Yes,5108.009765625,23025,34880,2753373,1594251,Free,Free,614,10131,92.56999969482422
San Diego           CA,San Jose            CA,1.0,3,No,Yes,4956.27001953125,23903,34880,2673620,1594251,Free,Free,419,17034,63.38999938964844
Seattle/Tacoma      WA,San Jose            CA,1.0199999809265137,3,No,Yes,5201.64990234375,30916,34880,2230831,1594251,Free,Free,702,15072,63.29999923706055
New York/Newark     NY,Sarasota/Bradenton  FL,1.3700000047683716,3,Yes,No,3787.2900390625,32991,30460,8621121,528868,Controlled,Free,1042,4028,137.25
New York/Newark     NY,Sarasota/Bradenton  FL,1.3700000047683716,1,Yes,No,3787.2900390625,32991,30460,8621121,528868,Controlled,Free,1042,4028,137.25
New York/Newark     NY,Sarasota/Bradenton  FL,1.3700000047683716,3,Yes,No,3787.2900390625,32991,30460,8621121,528868,Free,Constrained,1042,4028,137.25
Anchorage           AK,Seattle/Tacoma      WA,1.0199999809265137,3,No,No,6372.58984375,28690,30916,249642,2230831,Free,Free,1443,14474,142.8300018310547
Atlanta             GA,Seattle/Tacoma      WA,1.4700000286102295,3,No,No,5090.580078125,26993,30916,3532657,2230831,Free,Free,2182,6124,200.1999969482422
Boston              MA,Seattle/Tacoma      WA,1.590000033378601,3,No,No,2705.030029296875,30124,30916,5787293,2230831,Free,Free,2489,4560,297.6099853515625
Burbank             CA,Seattle/Tacoma      WA,1.1100000143051147,3,No,Yes,6039.759765625,24706,30916,9056076,2230831,Free,Free,943,5638,97.45999908447266
Chicago             IL,Seattle/Tacoma      WA,1.25,1,No,No,4148.56005859375,29260,30916,7830332,2230831,Controlled,Free,1731,10343,260.1600036621094
Chicago             IL,Seattle/Tacoma      WA,1.25,3,No,No,4148.56005859375,29260,30916,7830332,2230831,Free,Free,1731,10343,260.1600036621094
Dallas/Fort Worth   TX,Seattle/Tacoma      WA,1.2300000190734863,3,No,No,4487.06982421875,28637,30916,3036732,2230831,Free,Free,1662,6482,239.66000366210938
Denver              CO,Seattle/Tacoma      WA,1.1399999856948853,3,No,No,6825.490234375,29055,30916,1862106,2230831,Free,Free,1028,9760,169.9199981689453
Detroit             MI,Seattle/Tacoma      WA,1.4199999570846558,3,No,No,5870.66015625,26506,30916,4459144,2230831,Free,Constrained,1932,2575,285.3399963378906
Las Vegas           NV,Seattle/Tacoma      WA,1.159999966621399,3,Yes,Yes,2781.550048828125,24575,30916,1197234,2230831,Free,Free,869,15887,70.16000366210938
Los Angeles         CA,Seattle/Tacoma      WA,1.0800000429153442,3,No,Yes,3905.340087890625,24706,30916,9056076,2230831,Free,Free,957,28988,101.63999938964844
Minneapolis/St Paul MN,Seattle/Tacoma      WA,1.1299999952316284,3,No,No,7845.919921875,28739,30916,2761118,2230831,Free,Constrained,1402,6907,186.9600067138672
New York/Newark     NY,Seattle/Tacoma      WA,1.5199999809265137,1,No,No,2019.97998046875,32991,30916,8621121,2230831,Controlled,Free,2411,10125,289.25
New York/Newark     NY,Seattle/Tacoma      WA,1.5199999809265137,3,No,No,2019.97998046875,32991,30916,8621121,2230831,Controlled,Free,2411,10125,289.25
New York/Newark     NY,Seattle/Tacoma      WA,1.5199999809265137,1,No,No,2019.97998046875,32991,30916,8621121,2230831,Free,Constrained,2411,10125,289.25
Oakland             CA,Seattle/Tacoma      WA,1.0199999809265137,3,No,Yes,5328.85009765625,29846,30916,2237227,2230831,Free,Free,677,17497,63.060001373291016
Orlando             FL,Seattle/Tacoma      WA,1.8799999952316284,3,Yes,No,2012.4599609375,22360,30916,1421287,2230831,Free,Free,2553,3183,238.72999572753906
Phoenix             AZ,Seattle/Tacoma      WA,1.2200000286102295,3,No,Yes,2963.010009765625,23025,30916,2753373,2230831,Free,Free,1103,13153,110.0
Seattle/Tacoma      WA,Spokane             WA,1.0,3,No,Yes,5552.009765625,30916,21300,2230831,403939,Free,Free,225,16507,51.29999923706055
Atlanta             GA,St Louis            MO,1.0700000524520874,3,No,No,4636.0,26993,25824,3532657,2549844,Free,Free,471,5303,199.8000030517578
Chicago             IL,St Louis            MO,1.0,3,No,Yes,3042.25,29260,25824,7830332,2549844,Controlled,Free,257,24362,76.95999908447266
Chicago             IL,St Louis            MO,1.0,3,No,Yes,3042.25,29260,25824,7830332,2549844,Free,Free,257,24362,76.95999908447266
Cleveland           OH,St Louis            MO,1.0399999618530273,3,No,Yes,3642.389892578125,26046,25824,2230955,2549844,Free,Free,492,5629,77.62000274658203
Dallas/Fort Worth   TX,St Louis            MO,1.059999942779541,3,No,No,4803.1298828125,28637,25824,3036732,2549844,Free,Free,556,7478,188.11000061035156
Denver              CO,St Louis            MO,1.0800000429153442,3,No,No,4128.60009765625,29055,25824,1862106,2549844,Free,Free,785,4186,207.1699981689453
Detroit             MI,St Louis            MO,1.0199999809265137,3,No,Yes,3363.800048828125,26506,25824,4459144,2549844,Free,Constrained,447,10298,77.45999908447266
Houston             TX,St Louis            MO,1.0299999713897705,3,No,Yes,3467.699951171875,27211,25824,3770125,2549844,Free,Free,682,7785,105.12999725341797
Kansas City         MO,St Louis            MO,1.0,3,No,Yes,5034.18017578125,25450,25824,1694803,2549844,Free,Free,244,9784,56.79999923706055
Las Vegas           NV,St Louis            MO,1.2799999713897705,3,Yes,Yes,3699.419921875,24575,25824,1197234,2549844,Free,Free,1379,4971,141.47999572753906
Los Angeles         CA,St Louis            MO,1.2799999713897705,3,No,Yes,5138.009765625,24706,25824,9056076,2549844,Free,Free,1602,6165,210.16000366210938
Minneapolis/St Paul MN,St Louis            MO,1.0299999713897705,3,No,No,4901.10009765625,28739,25824,2761118,2549844,Free,Constrained,457,4826,202.77000427246094
New York/Newark     NY,St Louis            MO,1.159999966621399,3,No,No,6275.60986328125,32991,25824,8621121,2549844,Controlled,Free,877,10816,261.6300048828125
New York/Newark     NY,St Louis            MO,1.159999966621399,3,No,No,6275.60986328125,32991,25824,8621121,2549844,Controlled,Free,877,10816,261.6300048828125
New York/Newark     NY,St Louis            MO,1.159999966621399,3,No,No,6275.60986328125,32991,25824,8621121,2549844,Free,Constrained,877,10816,261.6300048828125
Orlando             FL,St Louis            MO,1.2899999618530273,3,Yes,Yes,4708.43994140625,22360,25824,1421287,2549844,Free,Free,869,6082,142.97999572753906
