"Country.Code","Country.Name","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","Spending1995","Spending1996","Spending1997","Spending1998","Spending1999","Spending2000","Spending2001","Spending2002","Spending2003","Spending2004","Spending2005","Spending2006","Spending2007","Spending2008","Spending2009","Spending2010","Spending2011","Spending2012","Spending2013","Region","IncomeGroup"
"LCA","St. Lucia",58.06190244,58.76334146,59.39007317,59.93939024,60.425,60.87253659,61.31814634,61.79012195,62.30039024,62.8525122,63.44317073,64.05370732,64.66787805,65.2787561,65.88482927,66.48795122,67.088,67.67941463,68.25031707,68.78195122,69.25509756,69.6574878,69.98621951,70.2422439,70.4355122,70.58426829,70.70873171,70.82560976,70.94073171,71.04943902,71.13817073,71.1945122,71.2145122,71.20514634,71.18095122,71.1574878,71.15529268,71.19136585,71.27617073,71.42353659,71.64426829,71.92829268,72.26163415,72.62892683,73.00792683,73.374,73.70692683,73.99443902,74.22814634,74.41102439,74.55295122,181.0672956,208.72290194,198.62054314,220.75048845,247.19468134,272.09267214,278.32605175,289.09109821,299.02609301,330.11571477,347.52338782,394.57234645,456.13028058,506.92310667,541.35708376,530.07161055,518.00032583,573.28222273,621.27003286,"Latin America & Caribbean","Upper middle income"
"LCN","Latin America & Caribbean (all income levels)",56.7100514,57.15752607,57.58260632,57.98884641,58.38110999,58.76547871,59.14780554,59.53384453,59.92830429,60.3341852,60.75267002,61.17982097,61.6120953,62.0468202,62.48068796,62.91175165,63.33794269,63.75768705,64.17001479,64.57391107,64.97015741,65.36120012,65.74554245,66.12681062,66.50376897,66.87586305,67.24284276,67.60294469,67.95823757,68.30954471,68.65892653,69.00833268,69.35563299,69.70226435,70.04504418,70.38128209,70.70947835,71.02491278,71.32920171,71.62795801,71.90733682,72.17909693,72.43932902,72.69263749,72.94193606,73.18900884,73.43314473,73.67700057,73.91561709,74.1575085,74.39913479,242.64052327464,258.712159887165,279.741257612659,277.589664490255,255.142576385369,271.647255716493,266.515746886621,225.653100113472,232.671895823055,266.326601208084,339.699313584062,396.693001829608,474.672234124912,551.7221878503,552.116128955853,665.082862240709,735.866782975095,741.917177116857,761.365756569364,"",""
"LDC","Least developed countries: UN classification",41.11472293,41.6075598,42.1017693,42.58883777,43.04553106,43.44475395,43.77185967,44.02448677,44.21220692,44.36408193,44.52065749,44.72056629,44.99112301,45.34548697,45.7896065,46.31585808,46.89128999,47.47770229,48.04486323,48.57308788,49.05898084,49.51443617,49.94764256,50.35755663,50.73527915,51.07212491,51.36595445,51.62120307,51.8493664,52.06985959,52.30510492,52.56899698,52.86259019,53.17813047,53.51067537,53.8602335,54.22690577,54.61043269,55.0100664,55.42641052,55.86292318,56.32191121,56.80255378,57.30090736,57.81115098,58.32708627,58.83986449,59.34178354,59.82667827,60.2879132,60.72124138,11.8561757773397,11.4782933350099,11.1668027562543,11.2429949341586,11.5375536355052,12.3706703277388,12.0854433704114,12.6835540744943,14.7164533959105,17.3429266124951,19.4232193380363,23.3817406826988,27.3504704665407,34.6564316645629,35.7441867617181,38.1148182589135,41.3482652312827,42.9019846237858,47.5299905196071,"",""
"LIC","Low income",42.27961181,42.77304276,43.27456765,43.77823604,44.26068101,44.69261918,45.05389085,45.33852972,45.55477886,45.73066037,45.90750761,46.12541676,46.41148594,46.77772908,47.22933984,47.75896603,48.33499653,48.92124088,49.49024203,50.02329291,50.51668833,50.98003851,51.41893045,51.82935318,52.20141332,52.52723969,52.80460325,53.0359439,53.24707955,53.41991437,53.58289119,53.74303303,53.90556597,54.0716552,54.25588997,54.46921111,54.71065512,54.98947212,55.3081574,55.68070304,56.08397924,56.5183905,56.98888805,57.48239563,57.99532238,58.52425003,59.06494689,59.60881377,60.14367945,60.65457709,61.13582207,10.036919763217,10.6214677642048,10.6757209772558,10.9755817681091,11.4967160435252,12.5005678087876,11.0163832448142,11.6413491439492,13.0652071000523,14.919730444396,17.0181835862588,18.9348746027871,21.922410121391,26.4618380414911,27.692986945978,30.8888650741219,33.030828616741,34.6369244055445,37.3750518625571,"",""
"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe & Central Asia","High income: nonOECD"
"LKA","Sri Lanka",60.12680488,60.51158537,60.9205122,61.3635122,61.84090244,62.345,62.85404878,63.35141463,63.82946341,64.28168293,64.70419512,65.10160976,65.47946341,65.84270732,66.20717073,66.59219512,67.00260976,67.43682927,67.88278049,68.30936585,68.678,68.96231707,69.14909756,69.24414634,69.27595122,69.28753659,69.32173171,69.40317073,69.53434146,69.6794878,69.78019512,69.79641463,69.71673171,69.56597561,69.42058537,69.38258537,69.52731707,69.88758537,70.45258537,71.15712195,71.90095122,72.57368293,73.0942439,73.43402439,73.60073171,73.63602439,73.62002439,73.61995122,73.66119512,73.75526829,73.89929268,24.48774371,26.09399151,27.20078652,31.3411984,30.36502012,32.39991347,31.20836514,34.23005231,37.96640024,44.33510983,49.2228217,56.65819613,58.76626993,67.97539598,68.24000685,81.95917606,92.81296978,87.50730713,102.49534029,"South Asia","Lower middle income"
"LMC","Lower middle income",46.14175061,46.80715148,47.46463688,48.11540796,48.74938215,49.35968135,49.9420979,50.49801108,51.03186265,51.55452398,52.08533864,52.63617421,53.20774731,53.79705263,54.39369298,54.98039585,55.53872737,56.05586563,56.52728697,56.95316871,57.34662988,57.70499205,58.0470859,58.37814531,58.69890941,59.00793467,59.31956493,59.59535427,59.86222878,60.11614379,60.33501501,60.59255046,60.8252215,61.09199216,61.34550127,61.63319901,61.92104203,62.22963324,62.52775417,62.81805983,63.12959573,63.43741773,63.74953607,64.06405522,64.37108642,64.67738644,64.97172736,65.24914697,65.52785617,65.79227866,66.0313005,21.5886863374555,23.7262258742288,25.1227190762014,24.3326379763863,22.2617223875608,23.0532483482447,23.9641696927903,24.8978686684711,28.8073709691556,33.0880015885404,37.856387384351,43.3369208660359,52.6042616316776,58.7452335808143,59.1292125900104,67.8541190925824,75.9585722744001,77.8444176664773,82.2085852805101,"",""
"LMY","Low & middle income",46.75578683,47.45581108,48.35350873,49.43034639,50.62455949,51.86726947,53.05268257,54.12156098,55.03257321,55.78526103,56.39463938,56.9167992,57.4040591,57.86817256,58.31813327,58.75923304,59.17587807,59.56495776,59.93109427,60.28287778,60.61855537,60.94402825,61.26548689,61.5806789,61.88844422,62.1911727,62.4849874,62.75429634,63.00559377,63.23918086,63.4547328,63.64450139,63.82515614,64.02238573,64.22142384,64.44923639,64.71198085,64.98312691,65.28163122,65.60052032,65.91707392,66.22561685,66.52977572,66.82476673,67.10247849,67.37478622,67.63783221,67.89269932,68.15238127,68.39685687,68.63507608,44.9269239334144,50.1504004495445,54.1354172479946,54.1029276681713,52.0539181138294,56.2753280590481,57.4799782400507,57.2065576882827,63.9516053936138,74.4349632894758,88.8285794621123,101.98324990225,123.114268901854,147.437744904557,154.371092430209,180.16719660599,207.988519404345,220.642114073051,234.746359828449,"",""
"LSO","Lesotho",46.99473171,47.4022439,47.7262439,47.9712439,48.1502439,48.2827561,48.39982927,48.53092683,48.69456098,48.90821951,49.17987805,49.50402439,49.87514634,50.29370732,50.76221951,51.28314634,51.8474878,52.44378049,53.05753659,53.66831707,54.25419512,54.80468293,55.31380488,55.782,56.25263415,56.78856098,57.40765854,58.08695122,58.76753659,59.33109756,59.63639024,59.57765854,59.09509756,58.18029268,56.83787805,55.10692683,53.1267561,51.05507317,49.02260976,47.18297561,45.67168293,44.5434878,43.8247561,43.53346341,43.65773171,44.14834146,44.88221951,45.7392439,46.63458537,47.48341463,48.2197561,36.55307804,34.38905313,32.06169338,30.81330468,29.45237891,28.7319197,28.41919137,24.06317946,36.38973948,44.96186793,44.73305959,52.40916337,69.16512432,73.18916696,84.30956679,118.13033621,145.86565007,137.80577892,123.42448819,"Sub-Saharan Africa","Lower middle income"
"LTU","Lithuania",70.10268293,69.09536585,70.20439024,71.50902439,71.32512195,71.5202439,71.60390244,71.31365854,70.92853659,70.80439024,71.73536585,71.02463415,71.33219512,71.24414634,70.86731707,70.95804878,70.8095122,70.60463415,70.48219512,70.48219512,70.46073171,70.83682927,70.77780488,70.32,70.50121951,72.08073171,71.93463415,71.76219512,71.42536585,71.16073171,70.36414634,70.23439024,68.9104878,68.5302439,69.00634146,70.10804878,70.90902439,71.2195122,71.57073171,72.0195122,71.65853659,71.76097561,72.06097561,71.96097561,71.25365854,71.05609756,70.9,71.81219512,72.91463415,73.26829268,73.56341463,99.3272927,130.15214385,161.99832776,192.02695115,192.4106129,211.44160559,219.45471184,265.01423666,354.46965155,378.88278751,453.58805211,570.09058506,754.41423724,980.80576734,879.7372895,828.8363145,967.6413977,939.04148938,965.56384336,"Europe & Central Asia","High income: nonOECD"
"LUX","Luxembourg",68.73773171,68.99812195,69.22307317,69.41104878,69.56102439,69.67446341,69.76134146,69.83514634,69.90485366,69.98346341,70.08143902,70.20482927,70.35768293,70.54207317,70.75712195,70.9985122,71.25678049,71.52343902,71.79641463,72.07504878,72.36109756,72.65736585,72.96278049,73.27534146,73.58868293,73.89656098,74.19473171,74.48082927,74.75241463,75.00992683,75.46341463,75.77073171,75.71219512,76.37073171,76.51219512,76.5195122,76.8804878,77.01707317,77.77073171,77.87317073,77.82439024,77.96585366,77.72682927,79.12195122,79.43170732,79.28780488,79.38292683,80.53902439,80.63658537,80.63170732,80.98780488,2841.6056028,2830.06226108,2489.74214958,2598.89082441,2891.01317543,3500.00498011,3405.29498735,4202.1936024,4987.75340783,6158.31230143,6488.07239096,7029.82954227,7241.26947669,8317.48600674,8134.50593228,7964.45560452,8390.7161177,7550.70539145,7980.82804565,"Europe & Central Asia","High income: OECD"
"LVA","Latvia",70.03243902,69.4304878,69.82902439,71.02804878,70.72658537,70.70731707,70.39390244,70.04292683,69.79682927,69.83536585,70.16463415,69.87878049,69.81341463,69.74097561,68.92536585,69.04780488,69.10463415,68.98780488,68.49560976,68.80853659,68.78634146,69.32829268,69.11902439,69.16292683,69.29146341,70.62243902,70.69292683,70.61536585,70.15536585,69.27317073,69.03243902,68.39609756,66.72268293,65.66439024,66.39121951,68.77658537,69.34926829,69.01219512,69.74292683,70.31463415,70.76097561,70.96097561,71.26585366,72.02682927,71.35609756,70.86585366,71.0195122,72.4195122,73.0804878,73.48292683,73.57560976,114.6510827,140.03658989,159.36562911,175.02703155,195.32490463,196.08656467,215.45150706,250.07936901,298.31003808,392.98973519,451.71242335,606.16474961,909.89688793,1012.36491644,817.92570095,745.12705416,837.617666,819.54228281,874.28229675,"Europe & Central Asia","High income: nonOECD"
"MAC","Macao SAR",65.14309756,65.61578049,66.07746341,66.52819512,66.96746341,67.39426829,67.81112195,68.2185122,68.61641463,69.00536585,69.38682927,69.75982927,70.12434146,70.48185366,70.83139024,71.17395122,71.509,71.83658537,72.15719512,72.47131707,72.77795122,73.07812195,73.37229268,73.65997561,73.94217073,74.21890244,74.49063415,74.75739024,75.01968293,75.27697561,75.53078049,75.77960976,76.02441463,76.2652439,76.50207317,76.73441463,76.9627561,77.18660976,77.40697561,77.62282927,77.83465854,78.04197561,78.24629268,78.44812195,78.64902439,78.85156098,79.05726829,79.26614634,79.47770732,79.69295122,79.90982927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"East Asia & Pacific","High income: nonOECD"
"MAF","St. Martin (French part)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America & Caribbean","High income: nonOECD"
"MAR","Morocco",48.86412195,49.28758537,49.7147561,50.142,50.56487805,50.97804878,51.38139024,51.77521951,52.16014634,52.53729268,52.90368293,53.26673171,53.63631707,54.02436585,54.44870732,54.93068293,55.47817073,56.09419512,56.77534146,57.51280488,58.29185366,59.09173171,59.88960976,60.6694878,61.42078049,62.1387561,62.82668293,63.48336585,64.10478049,64.683,65.21519512,65.70053659,66.14014634,66.53556098,66.88819512,67.19741463,67.47058537,67.71358537,67.93441463,68.13858537,68.33070732,68.51539024,68.69719512,68.88063415,69.07168293,69.2737561,69.48626829,69.70817073,69.93743902,70.17158537,70.40912195,48.04377087,51.72104502,49.46654151,55.22651619,55.80724198,53.90797216,57.69673278,73.19686127,88.43679425,99.48296558,99.93990124,113.0309911,134.30068561,155.50530992,164.70283816,168.06969168,185.3282951,180.9951729,189.20318776,"Middle East & North Africa","Lower middle income"
"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3093.24637045,2991.42558998,2863.78748125,2889.1912918,3074.52433427,2683.87903656,2715.93859044,2986.54036639,4215.78163169,4900.65679283,4976.42582849,5097.46753044,5672.41211912,6627.07414531,6479.48624346,6411.37836184,6853.29202446,6521.11410728,6992.50969881,"Europe & Central Asia","High income: nonOECD"
"MDA","Moldova",62.17668293,62.54419512,62.9142439,63.28126829,63.63417073,63.95841463,64.24397561,64.48231707,64.67046341,64.80739024,64.89712195,64.95070732,64.97919512,64.98914634,64.98112195,64.94770732,64.89239024,64.82621951,64.76763415,64.75565854,64.8332439,65.02082927,65.31731707,65.70614634,66.14770732,66.58790244,66.97121951,67.25568293,67.42329268,67.46565854,67.39231707,67.24541463,67.06704878,66.88334146,66.72782927,66.62909756,66.59509756,66.63031707,66.73478049,66.898,67.101,67.31573171,67.52014634,67.70317073,67.85973171,67.99173171,68.11109756,68.22729268,68.34180488,68.45812195,68.57529268,30.02743236,40.14913408,42.22950815,35.72680964,18.90233611,23.45404729,59.25428528,53.47987826,53.48168215,61.24630235,75.84668823,100.8081616,134.26941203,193.75381613,189.0509055,190.23554528,224.24778494,240.79900643,263.26298304,"Europe & Central Asia","Lower middle income"
"MDG","Madagascar",40.4572439,40.93780488,41.41490244,41.89053659,42.36568293,42.84282927,43.32392683,43.80897561,44.2954878,44.78241463,45.26734146,45.74673171,46.21614634,46.67153659,47.11143902,47.53780488,47.94960976,48.34136585,48.70907317,49.0307561,49.28492683,49.46563415,49.58136585,49.65212195,49.71031707,49.79487805,49.94326829,50.18497561,50.53604878,51.00809756,51.5982439,52.28012195,53.02280488,53.80729268,54.61404878,55.427,56.2335122,57.02043902,57.77173171,58.47280488,59.11360976,59.69917073,60.2355122,60.72870732,61.18678049,61.62236585,62.048,62.4747561,62.90765854,63.34973171,63.79890244,9.68658526,12.85734523,11.63633547,11.29852764,10.87830115,12.2575423,13.99550092,13.49199613,15.277084,11.8759278,13.4014746,14.4788778,18.89270651,20.30956599,18.74025476,20.6387652,18.21623995,14.80492034,19.63139425,"Sub-Saharan Africa","Low income"
"MDV","Maldives",36.49980488,37.2134878,37.99817073,38.84231707,39.72890244,40.63941463,41.55336585,42.45280488,43.32629268,44.16292683,44.95831707,45.72404878,46.47358537,47.21439024,47.96634146,48.74678049,49.56704878,50.4304878,51.33307317,52.26080488,53.19331707,54.10819512,54.98997561,55.83458537,56.6437561,57.42965854,58.20963415,58.99668293,59.79592683,60.60426829,61.4132439,62.21578049,63.00960976,63.80326829,64.61690244,65.47697561,66.3964878,67.37665854,68.40607317,69.46160976,70.51185366,71.52341463,72.46621951,73.32380488,74.08456098,74.74960976,75.33743902,75.86709756,76.34641463,76.78631707,77.19287805,92.97602067,114.41275659,126.62468736,131.75994511,144.65074121,161.73360374,153.37090193,152.07319932,199.33322465,217.27726876,234.86647109,287.01085611,314.74156418,475.44174157,474.62372997,379.20771522,525.23640049,710.13863431,720.46039313,"South Asia","Upper middle income"
"MEA","Middle East & North Africa (all income levels)",47.75752321,48.37506808,48.49087269,49.09429762,49.68938168,50.73198016,51.27839519,51.81157605,52.35201073,52.91625077,53.51979101,54.13843981,54.82850941,55.52867235,56.23262617,56.9046132,57.48813161,57.99946709,58.44531968,58.85960998,59.29098599,59.77655533,60.36702963,61.05490942,61.83561804,62.66397848,63.51390717,64.31161622,65.1038258,65.86173703,66.46297755,66.94118185,67.41653226,67.83730087,68.23990773,68.57944098,68.87717345,69.14928994,69.420974,69.6659273,69.90510803,70.11849815,70.32063419,70.52861646,70.72425119,71.02668186,71.22979491,71.34678643,71.56101618,71.77063046,71.97975849,116.460514966324,119.917338827573,130.428286318269,136.019190695599,151.223378507124,171.306747811852,187.864011330808,145.154610178856,148.475374057234,163.410962250112,183.467137544851,204.58087347578,237.982141599932,289.797363782724,314.64261941981,334.435786545334,382.376033096978,418.438116331528,403.354869360754,"",""
"MEX","Mexico",57.65614634,58.1802439,58.64290244,59.05558537,59.43370732,59.79321951,60.15153659,60.52309756,60.91936585,61.3502439,61.81917073,62.31765854,62.83782927,63.37426829,63.92014634,64.46860976,65.01282927,65.54592683,66.06302439,66.56021951,67.03704878,67.49592683,67.94078049,68.37202439,68.79260976,69.20343902,69.60741463,70.0064878,70.40158537,70.79573171,71.19097561,71.58582927,71.97782927,72.36385366,72.73826829,73.09241463,73.42265854,73.72646341,74.00580488,74.26526829,74.51097561,74.75058537,74.9917561,75.23656098,75.48553659,75.73665854,75.98439024,76.22665854,76.46146341,76.69029268,76.91417073,177.21208251,184.10606431,224.77207615,236.95866174,278.3587691,328.48288938,372.83441091,396.49159234,397.45137291,440.58388838,478.43726572,515.02930961,564.8846521,598.33779958,525.72226785,603.35242356,608.77612601,618.26055464,664.34260764,"Latin America & Caribbean","Upper middle income"
"MHL","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.14146341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.50487805,65.23902439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373.65533613,411.93556166,407.60506264,384.74355829,374.43090508,465.62481778,411.94361849,418.00800899,411.07880078,448.80015859,461.91873327,547.4184256,587.39385516,569.06138514,551.13922016,542.40526648,566.46736268,589.46010176,630.07422744,"East Asia & Pacific","Upper middle income"
"MIC","Middle income",47.32105873,48.05053872,48.99883087,50.14946816,51.43578029,52.78303765,54.07624231,55.2482907,56.25033245,57.0779392,57.74250945,58.30362584,58.81687267,59.29472664,59.74739665,60.18150201,60.58313573,60.95253094,61.29824841,61.63269919,61.95340718,62.26640024,62.57861061,62.88834919,63.1949266,63.50187797,63.80522442,64.08777915,64.35385659,64.6057276,64.83757376,65.04752391,65.24463395,65.46043535,65.67584507,65.91980192,66.19660222,66.48337021,66.79315765,67.11596214,67.43474358,67.73945917,68.03321146,68.31214046,68.56712258,68.81240808,69.04420721,69.26516151,69.49265064,69.70602123,69.91683477,47.5752083000784,53.1731391781427,57.4993993463836,57.508210921353,55.2983527483849,59.8244115196733,61.3012331092507,61.225784469954,68.512159159609,79.8548994247381,95.4732164635132,109.790759937725,132.780663374696,159.408091678687,167.11051529862,195.426242352385,226.167942224692,240.292613514697,255.941437437201,"",""
"MKD","Macedonia",61.24939024,61.86046341,62.4595122,63.04946341,63.63173171,64.20473171,64.76397561,65.30246341,65.81470732,66.29278049,66.7312439,67.12568293,67.47370732,67.77541463,68.02485366,68.21909756,68.36363415,68.47146341,68.55856098,68.65043902,68.77360976,68.944,69.16904878,69.44663415,69.76365854,70.09495122,70.41295122,70.69763415,70.942,71.14763415,71.32565854,71.49473171,71.67092683,71.86031707,72.06680488,72.29229268,72.52914634,72.77034146,73.01046341,73.24219512,73.4557561,73.64734146,73.8155122,73.9607561,74.08890244,74.20673171,74.32295122,74.44590244,74.57846341,74.72214634,74.8745122,197.1405891,198.59832311,174.34057207,182.54629022,158.94912675,152.91536546,140.99253302,170.02325801,212.22684325,230.42791116,231.34771604,245.67208858,272.07965263,325.13480194,301.47481981,304.37724424,331.22533717,313.63373544,312.38799547,"Europe & Central Asia","Upper middle income"
"MLI","Mali",28.35873171,28.54846341,28.79639024,29.11104878,29.50192683,29.97097561,30.50563415,31.09378049,31.72641463,32.393,33.0815122,33.785,34.49446341,35.20541463,35.91780488,36.63307317,37.35870732,38.09834146,38.84904878,39.61314634,40.39090244,41.17702439,41.96197561,42.73419512,43.48087805,44.19065854,44.85317073,45.45907317,46.00126829,46.46470732,46.8365122,47.12346341,47.34229268,47.51160976,47.66197561,47.82746341,48.0354878,48.30502439,48.64504878,49.0554878,49.52429268,50.02390244,50.53080488,51.033,51.52253659,51.99443902,52.45382927,52.9032439,53.34219512,53.77073171,54.19082927,15.75300563,23.62037648,19.98380115,18.64751619,17.81338857,16.28597469,18.26314605,18.51171902,23.51661001,27.03553109,29.13589787,32.58820263,39.20983,44.81994071,45.28002059,46.36131985,51.22396516,42.02229848,53.28703339,"Sub-Saharan Africa","Low income"
"MLT","Malta",67.90270732,68.20478049,68.50490244,68.79997561,69.08646341,69.36636585,69.64021951,69.91158537,70.17895122,70.44331707,70.70470732,70.96260976,71.2185122,71.47092683,71.72085366,71.96878049,72.21319512,72.45560976,72.69502439,72.93243902,73.16682927,73.3987561,73.62868293,73.85512195,74.08056098,74.3035122,74.52446341,74.74290244,74.96034146,75.17578049,75.39019512,75.83341463,76.60243902,76.9,77.14390244,77.2902439,77.43658537,77.1804878,77.14878049,78.2,78.44146341,78.09268293,78.35121951,78.55365854,79.50487805,78.54878049,79.44390244,79.43170732,79.89268293,80.94878049,82.00487805,612.71967477,662.78850227,645.01424274,672.49289586,674.56537003,656.38688156,683.21280883,832.62821625,1075.75613328,1228.35519889,1384.34028608,1477.13049251,1598.19050951,1755.55961252,1681.73285677,1717.83151905,2144.26527118,1857.40710565,1999.54673657,"Middle East & North Africa","High income: nonOECD"
"MMR","Myanmar",43.40253659,44.15136585,45.00390244,45.95509756,46.96639024,47.97668293,48.91636585,49.73585366,50.41863415,50.96768293,51.40956098,51.79385366,52.16263415,52.53541463,52.92421951,53.32907317,53.73843902,54.14329268,54.54465854,54.9415122,55.33439024,55.72326829,56.10714634,56.48753659,56.86392683,57.23680488,57.60617073,57.97302439,58.33585366,58.69517073,59.05,59.40034146,59.74519512,60.08507317,60.4194878,60.74941463,61.07536585,61.39682927,61.71278049,62.02421951,62.32960976,62.62995122,62.92273171,63.20543902,63.47656098,63.73158537,63.96953659,64.18941463,64.39373171,64.583,64.7612439,2.37873178,2.35100111,1.79848667,1.86793498,2.40722882,3.14310759,2.43217698,2.78557752,3.67906475,4.54471764,4.72247972,5.34469448,6.91893958,9.79931612,13.15271626,15.18997346,18.99220536,19.79217352,14.40354357,"East Asia & Pacific","Lower middle income"
"MNA","Middle East & North Africa (developing only)",47.19998167,47.81648012,48.42316071,49.0219533,49.61041363,50.18271733,50.73725702,51.27712083,51.80990443,52.35323918,52.92930194,53.54757546,54.2063877,54.89486712,55.58029387,56.21943408,56.78387599,57.26478917,57.6726934,58.04725229,58.44492421,58.91803217,59.50031814,60.19698459,60.99951242,61.87492509,62.76734829,63.62950588,64.4339349,65.23959198,65.86446139,66.41204136,66.88867823,67.31574093,67.69944436,68.03283508,68.33699632,68.60809361,68.86925849,69.10234212,69.32563289,69.52975864,69.71563454,69.8996093,70.07831056,70.26503811,70.45179981,70.63627175,70.82682901,71.02233947,71.22223925,64.6979400531456,68.0885546921537,76.8954307052649,85.1829145062733,97.0593679068522,111.80643129183,127.238749616266,81.7942094753819,80.469777831972,92.9553899657004,105.354401453146,117.659368872304,143.520012386843,186.374969375994,203.577327312238,222.288469732287,249.625925451931,275.620313328637,257.593166471208,"",""
"MNE","Montenegro",64.39178049,65.06190244,65.70290244,66.30826829,66.88439024,67.44717073,68.01219512,68.58809756,69.16958537,69.73982927,70.27602439,70.75841463,71.17526829,71.52385366,71.81107317,72.05026829,72.26397561,72.46804878,72.6697561,72.87219512,73.07034146,73.25570732,73.42185366,73.57109756,73.70692683,73.8344878,73.96014634,74.08619512,74.21270732,74.34104878,74.47302439,74.602,74.71753659,74.81087805,74.857,74.82902439,74.71934146,74.53363415,74.28939024,74.02136585,73.77463415,73.58860976,73.4897561,73.48721951,73.57480488,73.73092683,73.91726829,74.10204878,74.27134146,74.41673171,74.53936585,140.53213174,103.39162285,102.76962178,104.89206577,102.33950629,117.84976025,156.08242702,175.01296232,248.13533945,285.48690169,310.28665284,350.48839882,400.8880486,449.96918166,407.75085607,458.00934179,502.28323259,472.10621965,461.26004287,"Europe & Central Asia","Upper middle income"
"MNG","Mongolia",49.27897561,50.16004878,50.98729268,51.74609756,52.43739024,53.07529268,53.6805122,54.26573171,54.82702439,55.34643902,55.80146341,56.17509756,56.46026829,56.6595122,56.78078049,56.83409756,56.84641463,56.8477561,56.86360976,56.9255122,57.06402439,57.28517073,57.58541463,57.95770732,58.38085366,58.82568293,59.25760976,59.64958537,59.98973171,60.27034146,60.49182927,60.67695122,60.84778049,61.02063415,61.21558537,61.45302439,61.74139024,62.08441463,62.48012195,62.92370732,63.40260976,63.89595122,64.38326829,64.85182927,65.28780488,65.6827561,66.03743902,66.35712195,66.64121951,66.89460976,67.12470732,19.90697258,20.60829888,18.43434961,19.27559406,17.96994822,22.098674,24.1892654,27.51859629,47.66294757,55.82526835,59.7906561,71.59581601,92.79065209,135.7429475,110.5450619,143.21018864,189.93581589,231.94261856,243.7591211,"East Asia & Pacific","Upper middle income"
"MNP","Northern Mariana Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"East Asia & Pacific","High income: nonOECD"
"MOZ","Mozambique",35.4667561,35.91226829,36.33878049,36.7487561,37.14821951,37.54468293,37.94517073,38.35668293,38.77973171,39.21882927,39.67897561,40.15168293,40.62692683,41.0922439,41.53012195,41.92107317,42.25309756,42.52019512,42.71985366,42.85104878,42.91678049,42.935,42.92719512,42.91287805,42.91202439,42.94268293,43.01434146,43.1375122,43.32168293,43.57931707,43.92134146,44.33678049,44.80658537,45.30882927,45.81104878,46.27734146,46.68378049,47.01241463,47.25829268,47.42541463,47.52629268,47.59285366,47.65704878,47.73582927,47.85063415,48.01641463,48.23214634,48.49382927,48.79943902,49.13707317,49.48782927,7.59852418,8.43246172,10.4312388,11.26734953,13.47117198,14.53146241,12.24047045,14.02346261,15.00885073,16.48376219,21.50368698,21.40804877,21.59631154,23.86833619,24.95913286,23.13721063,33.58610227,33.30829556,40.25548427,"Sub-Saharan Africa","Low income"
